study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05467920	SRS1597898	SRX1995865	SRR3994799	993391	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_04	vt_sup_h17_04_R1.fastq.gz	107852167;110483903	bd2becc09469c8e3698f7778e73343f4;95acae7694b1f10dd3c95a835cebea06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994799/SRR3994799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994799/SRR3994799_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995866	SRR3994800	988225	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_05	vt_sup_h17_05_R2.fastq.gz	110180797;107431965	99f0a43a434511c13c41564bcc8ae0da;ac61064702c0d431379fec2662565439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994800/SRR3994800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994800/SRR3994800_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995867	SRR3994801	969139	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_06	vt_sup_h17_06_R1.fastq.gz	105218473;107981527	e12c4ee037bce68696456c758d152fb1;7364fefa98d61c27b50ad6bdf609b9e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994801/SRR3994801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994801/SRR3994801_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995868	SRR3994802	2254256	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_07	vt_sup_h17_07_R1.fastq.gz	232504363;235104092	0f53fce605c55bf4f603cd0ce414a427;a3a325d1927acd52b4b78df634971c38	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994802/SRR3994802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994802/SRR3994802_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995869	SRR3994803	2245108	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_08	vt_sup_h17_08_R1.fastq.gz	230548248;233694660	46f85192760422f477d807acc03f3ef4;7334a534e06ac720efa83c3d3a42a408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994803/SRR3994803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994803/SRR3994803_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995870	SRR3994804	2251110	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_09	vt_sup_h17_09_R1.fastq.gz	232456685;235672150	80b039ff4a93fbb637b007169ed70c6d;f88b04367a882315603194f5fe3575e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994804/SRR3994804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994804/SRR3994804_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995871	SRR3994805	2234724	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_10	vt_sup_h17_10_R1.fastq.gz	229664256;233100964	a85039cd380b2bf0a31fb1d106e30439;d091bee11d5a8eb91eef7de6dab6eb94	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994805/SRR3994805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994805/SRR3994805_2.fastq.gz
PRJNA335821	SAMN05467911	SRS1597897	SRX1995872	SRR3994806	1472663	Illumina HiSeq 2500 sequencing; vt_sup_h10 Superior Haploid 10 Leaf	vt_sup_h10_02	vt_sup_h10_02_R1.fastq.gz	158450422;164532215	d24de8af95940fdabd86e0452a72c199;60d563c226ab7cb338564847467205d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994806/SRR3994806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994806/SRR3994806_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995873	SRR3994807	2210650	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_11	vt_sup_h17_11_R1.fastq.gz	227109679;230397397	b558f48cdf882dc7802fba3d9b3906b6;058c5b74a0a7ee78bb55df98644aef01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994807/SRR3994807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994807/SRR3994807_2.fastq.gz
PRJNA335821	SAMN05467920	SRS1597898	SRX1995874	SRR3994808	2229722	Illumina HiSeq 2500 sequencing; vt_sup_h17 Superior Haploid 17 Leaf	vt_sup_h17_12	vt_sup_h17_12_R2.fastq.gz	231943412;227691574	8a7e3dbd95bdcd429e432c3710228d5a;f9d4382c84d56005c4d5a2f4b7ddced4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994808/SRR3994808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994808/SRR3994808_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995875	SRR3994809	817910	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_01	vt_sup_h18_01_R2.fastq.gz	88068397;94076723	d2c00349ca0fa429d9ae35f8e0db5b17;0b5f7c44e08fcf24c5dce696ec9a62bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994809/SRR3994809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994809/SRR3994809_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995876	SRR3994810	1088541	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_02	vt_sup_h18_02_R1.fastq.gz	117702530;122551589	e451f57b0dc50bd6198f52c84d6a2ba0;31c2689c1266308ed62de1b1b86ff79d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994810/SRR3994810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994810/SRR3994810_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995877	SRR3994811	999892	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_03	vt_sup_h18_03_R2.fastq.gz	111979071;108952457	9c0099bf72868a271fdafcf785c35e62;3379294c157a7a974de66a905e3ea2f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994811/SRR3994811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994811/SRR3994811_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995878	SRR3994812	1006582	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_04	vt_sup_h18_04_R1.fastq.gz	109497063;112958502	fbace43d2343a722de771d6e41d81f27;d440b628a3b8aa223fc77c5a2c2b17c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994812/SRR3994812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994812/SRR3994812_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995879	SRR3994813	1035559	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_05	vt_sup_h18_05_R2.fastq.gz	116444028;112846513	5c4d56cd8d91d0101d8972a65d7cecd2;9b64ddbb9870292fc35e7d0df20e5a81	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994813/SRR3994813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994813/SRR3994813_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995880	SRR3994814	1014949	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_06	vt_sup_h18_06_R1.fastq.gz	110379072;114003392	447542553c12803cf653765317601eb1;f95512c43815cb54ab6f151cec08f97d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994814/SRR3994814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994814/SRR3994814_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995881	SRR3994815	2599796	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_07	vt_sup_h18_07_R1.fastq.gz	269259556;275040441	5f69a61618fda6f4ecc4b45608d4338a;18b1d7c4f0e516717b71e6ba5dd47799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994815/SRR3994815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994815/SRR3994815_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995882	SRR3994816	2595635	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_08	vt_sup_h18_08_R2.fastq.gz	274134370;267386509	06b80ab5c4a581dc0528db25c39f5ae1;ddb9cd45763dfccddaf6df31dfdcef14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994816/SRR3994816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994816/SRR3994816_2.fastq.gz
PRJNA335821	SAMN05467911	SRS1597897	SRX1995883	SRR3994817	1483032	Illumina HiSeq 2500 sequencing; vt_sup_h10 Superior Haploid 10 Leaf	vt_sup_h10_03	vt_sup_h10_03_R2.fastq.gz	164877109;160927973	700422a5e961ef8fffd7ecf12ee0fa2e;6c7669c4d8f8f672354b9f3d0fb0bef8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994817/SRR3994817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994817/SRR3994817_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995884	SRR3994818	2603043	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_09	vt_sup_h18_09_R2.fastq.gz	276355814;269734609	4da9b1416af4d28324270cd676add7ed;bbd4cbb49b32e670e1a9c92f1d468645	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994818/SRR3994818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994818/SRR3994818_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995885	SRR3994819	2583256	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_10	vt_sup_h18_10_R2.fastq.gz	273348568;266389489	cea27938c526731358cf72ee318acb1c;33b3ff08e5000cf0335e3583a9b202e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994819/SRR3994819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994819/SRR3994819_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995886	SRR3994820	2561277	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_11	vt_sup_h18_11_R1.fastq.gz	264001412;270762752	bf9aaf0a99898aebacfe16267a3bdfb8;65d7ee949d1c460766c21d3891dc7eba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994820/SRR3994820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994820/SRR3994820_2.fastq.gz
PRJNA335821	SAMN05467921	SRS1597899	SRX1995887	SRR3994821	2573195	Illumina HiSeq 2500 sequencing; vt_sup_h18 Superior Haploid 18 Leaf	vt_sup_h18_12	vt_sup_h18_12_R1.fastq.gz	263584749;271766769	6cc064db3090731e54091cb2ae577448;88e17fce321f137f2bcbaa2d3778e9af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994821/SRR3994821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994821/SRR3994821_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995888	SRR3994822	1039611	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_01	vt_sup_h19_01_R2.fastq.gz	110497992;118974381	1440b33beaeb010ef5ff4fc630a1301f;d09a1780e87922f2b1e5fcdac2718283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994822/SRR3994822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994822/SRR3994822_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995889	SRR3994823	1366115	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_02	vt_sup_h19_02_R1.fastq.gz	146903776;151437331	1d76a01fe1ec047827a07883bcd44272;55c7c36a3c465a3c7b82507f8046272b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994823/SRR3994823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994823/SRR3994823_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995890	SRR3994824	1379896	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_03	vt_sup_h19_03_R2.fastq.gz	152398253;149626975	b90c0a238b85d8e3f9d54b3a166a0922;00bd2b2f326654d1fcf9361bf2ada20c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994824/SRR3994824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994824/SRR3994824_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995891	SRR3994825	1389321	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_04	vt_sup_h19_04_R1.fastq.gz	150282914;153588957	91546dd3de4c5007aea6e9beb4c11322;8b96482acd5b4509682cabcc89db9523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994825/SRR3994825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994825/SRR3994825_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995892	SRR3994826	1385729	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_05	vt_sup_h19_05_R2.fastq.gz	153536721;150083344	6b9df74593a8a4e4502b80226e7c222b;70f8a007c54fe62e9b93dde34d16dc81	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994826/SRR3994826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994826/SRR3994826_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995893	SRR3994827	1358616	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_06	vt_sup_h19_06_R2.fastq.gz	150332621;146877732	c9c9e090d345cf7ad9503cf9266b7260;43dd86234d31704f5fa4ffb853cefdaa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994827/SRR3994827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994827/SRR3994827_2.fastq.gz
PRJNA335821	SAMN05467911	SRS1597897	SRX1995894	SRR3994828	1493373	Illumina HiSeq 2500 sequencing; vt_sup_h10 Superior Haploid 10 Leaf	vt_sup_h10_04	vt_sup_h10_04_R2.fastq.gz	166241079;161701871	cebf48500c9d58ea5374488685a9b8bd;4f8c751f1b993099df4c2be1338e6066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994828/SRR3994828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994828/SRR3994828_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995895	SRR3994829	3071851	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_07	vt_sup_h19_07_R2.fastq.gz	319195201;315500205	d2b544bbf3d9ce34f91a659cb0240da7;d1fa6950a4b1457f02db9698e67d42f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994829/SRR3994829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994829/SRR3994829_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995896	SRR3994830	3066071	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_08	vt_sup_h19_08_R2.fastq.gz	317974636;313490967	01637ca24f96a60ab4ff129b83064e1f;5153fc6e7fe7c864a2fa79ef2cf91b81	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994830/SRR3994830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994830/SRR3994830_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995897	SRR3994831	3073190	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_09	vt_sup_h19_09_R1.fastq.gz	315982774;320374777	c665b0622b4671209b43db060096be0c;3fdd490c78a55a7ddce5b2e7e4b8dabe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994831/SRR3994831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994831/SRR3994831_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995898	SRR3994832	3048440	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_10	vt_sup_h19_10_R2.fastq.gz	316836096;311984091	ada49c9fcdfa5fcbef553ddd5d207324;deee763e50cefb9cea72d82ca364b2f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994832/SRR3994832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994832/SRR3994832_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995899	SRR3994833	3029211	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_11	vt_sup_h19_11_R1.fastq.gz	309825010;314488395	d4d015d4ae4b64138f87926319658ce7;d7aca723a0aec3300859b29c97250c06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994833/SRR3994833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994833/SRR3994833_2.fastq.gz
PRJNA335821	SAMN05467922	SRS1597900	SRX1995900	SRR3994834	3041107	Illumina HiSeq 2500 sequencing; vt_sup_h19 Superior Haploid 19 Leaf	vt_sup_h19_12	vt_sup_h19_12_R1.fastq.gz	309219421;315373727	266f09134327a79c2a030fbab89f4663;bd17beb468f613491334fd9478c47db0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994834/SRR3994834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994834/SRR3994834_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995901	SRR3994835	813028	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_01	vt_sup_h2_01_R1.fastq.gz	93102336;87016596	b58b11cecc5cc273971e68af89586bc0;aa0cb09dc12343e1a929a199398a6952	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994835/SRR3994835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994835/SRR3994835_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995902	SRR3994836	1062286	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_02	vt_sup_h2_02_R2.fastq.gz	118427037;114618146	a73dd351a76de5fbfa73d3ef73b17450;7f8e2b4e6c22603778ff93321af157a1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994836/SRR3994836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994836/SRR3994836_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995903	SRR3994837	1055694	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_03	vt_sup_h2_03_R1.fastq.gz	114949012;117178169	e2f81abb43cc991cd96dd686ea096981;c9bd92d33344df46ee148ce6bfde708b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994837/SRR3994837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994837/SRR3994837_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995904	SRR3994838	1063806	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_04	vt_sup_h2_04_R2.fastq.gz	118159548;115548136	6b27ae7f1e7014f2876e6398b8062f77;f675f23d22573648a59cf0159a9ce474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994838/SRR3994838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994838/SRR3994838_2.fastq.gz
PRJNA335821	SAMN05467911	SRS1597897	SRX1995905	SRR3994839	1515092	Illumina HiSeq 2500 sequencing; vt_sup_h10 Superior Haploid 10 Leaf	vt_sup_h10_05	vt_sup_h10_05_R2.fastq.gz	169057184;164222768	b954b5030e0db6be2cc21090b9999e2b;a73dc2a8528ac4f0510c1894f7153437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994839/SRR3994839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3994839/SRR3994839_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995906	SRR3994840	1076813	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_05	vt_sup_h2_05_R1.fastq.gz	117066067;119902215	ceeecc69a67eb36e9043d6389a3cfae0;fca4e77599de1c20fa9f648c0dd34c87	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994840/SRR3994840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994840/SRR3994840_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995907	SRR3994841	1055576	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_06	vt_sup_h2_06_R2.fastq.gz	117431255;114568701	608c52cf5eb2da2c1f87f63eec1330a7;40a4540fc160fbc62a5ede291d0953ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994841/SRR3994841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994841/SRR3994841_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995908	SRR3994842	2380950	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_07	vt_sup_h2_07_R2.fastq.gz	249352192;251191222	7634ce9262b0b77b6e0b60046eb3cc3c;b1004ef6b66921fd272796dedaa0d278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994842/SRR3994842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3994842/SRR3994842_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995909	SRR3994843	2373497	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_08	vt_sup_h2_08_R2.fastq.gz	247886693;248824554	85187bdd33bd092ddb52ac2e0c7c4032;7994e9ca2b0087c221070832984f8f73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994843/SRR3994843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3994843/SRR3994843_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995910	SRR3994844	2382009	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_09	vt_sup_h2_09_R1.fastq.gz	251608786;250328792	5fa70f6a3612e8391088144e395b7410;d44ddbaaa8492ffc26b615c63bdd42b0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994844/SRR3994844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3994844/SRR3994844_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995911	SRR3994845	2362785	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_10	vt_sup_h2_10_R2.fastq.gz	247471755;248599173	73b00c956a81bc1102baf570feb640f0;8799148844ab6599a6cb40b85d598245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994845/SRR3994845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3994845/SRR3994845_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995912	SRR3994846	2343195	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_11	vt_sup_h2_11_R2.fastq.gz	245165439;246862805	b759af1bcbdbcf43ad55c3124b057c06;2e1337aac4c543c65ad9a4c04915c4ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994846/SRR3994846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3994846/SRR3994846_2.fastq.gz
PRJNA335821	SAMN05467923	SRS1597901	SRX1995913	SRR3994847	2354141	Illumina HiSeq 2500 sequencing; vt_sup_h2 Superior Haploid 2 Leaf	vt_sup_h2_12	vt_sup_h2_12_R2.fastq.gz	245864703;246607940	23a660e222cf25762c00ea4c23726558;0ab5bdffa69c8dc4e6085ae7675155d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994847/SRR3994847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3994847/SRR3994847_2.fastq.gz
PRJNA335821	SAMN05467924	SRS1597902	SRX1995914	SRR3994848	1144120	Illumina HiSeq 2500 sequencing; vt_sup_h20 Superior Haploid 20 Leaf	vt_sup_h20_01	vt_sup_h20_01_R1.fastq.gz	130650553;121519587	893b585c7cb02f878742980dbb620440;55db96721170c9089763277b6bbe37f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994848/SRR3994848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3994848/SRR3994848_2.fastq.gz
